compound,EC,ro,p_value,adjusted_p_value
Valsartan,"2.3.1.174,2.3.1.223,2.3.1.9",0.33349987746776166,0.009215678165248632,0.022763429613313884
Valsartan,1.1.1.29,0.3530935525291104,0.005652947365005557,0.014867510368042623
Valsartan,3.1.3.23,0.4415447179958402,0.00041305462024773684,0.0014439537170700708
Valsartan,"4.1.3.40,4.1.3.45",0.3695404718446608,0.003662492405552574,0.01013370241402031
Valsartan,4.2.1.41,0.3886532557796771,0.0021492713919473876,0.0063297782968278395
Valsartan,2.4.1.337,0.39059104523767335,0.0020325900402095097,0.006022781999679186
Valsartan,4.2.1.83,0.32504160728679377,0.011276382461384838,0.027097431850715323
Valsartan,"2.5.1.54,5.4.99.5",0.4059099185044913,0.0012919317676330282,0.004020364486768861
Valsartan,"1.8.98.5,1.8.98.6",0.3671304752916784,0.003908451902077251,0.01072763722465151
Valsartan,3.5.5.1,0.5298658844223896,1.3385390230997225e-05,6.332084014395637e-05
Valsartan,5.3.3.1,0.3412992846491716,0.007613844243577445,0.019268497080042725
Valsartan,1.13.11.6,0.4464852169533069,0.0003491245953286876,0.0012405819983266335
Valsartan,4.4.1.5,0.29378802188468417,0.022706761550937888,0.04918451390308269
Valsartan,3.1.3.16,0.3053856673654859,0.017657034707353615,0.03975506912892323
Valsartan,4.1.3.17,0.41739280658672995,0.000906822026309698,0.002924669348854011
Valsartan,1.14.13.208,0.6008971210325521,3.8507929749918685e-07,2.437544918392197e-06
Valsartan,"3.6.3.21,3.6.3.34",0.33337278171367074,0.009244037966664655,0.02282668965519114
Valsartan,2.7.11.22,0.4719120878123549,0.00014096714444977287,0.0005445708598189862
Valsartan,1.2.7.5,0.5091351613097869,3.264481424211954e-05,0.00014343821915409403
Valsartan,4.6.1.13,0.3511327401973944,0.005944414405210213,0.01553501402542017
Valsartan,"4.1.1.61,4.1.1.98",0.3222806547689615,0.012030153739561343,0.028657438511722057
Valsartan,1.3.1.62,0.41570731726790067,0.0009559285187747,0.0030661256042514495
Valsartan,"1.1.2.8,1.1.5.5,1.1.9.1",0.5003952007723698,4.6735772824461577e-05,0.00019926619295122192
Valsartan,4.1.1.98,0.37864679518401584,0.002852268519782649,0.008129171256691561
Valsartan,1.1.1.61,0.30697540820121993,0.017045934118680238,0.03856543563454589
Valsartan,2.8.3.12,0.4214917597212873,0.0007967592257797805,0.002605326945475791
Valsartan,"2.7.1.12,5.3.1.6",0.293855015272308,0.022674409490808595,0.04912676211019827
Valsartan,3.2.1.41,0.3231141381980131,0.011798150455441372,0.028182589426078854
Valsartan,4.1.1.87,0.518500661381397,2.197981329642856e-05,9.989676792029346e-05
Valsartan,1.3.1.74,0.5838023712554107,9.773653495608584e-07,5.719557050622418e-06
Valsartan,2.7.9.2,0.44167739802183026,0.00041120720040791994,0.0014381695837636249
Valsartan,2.4.1.83,0.32334228887793987,0.01173532144725827,0.0280538163676007
Valsartan,2.3.1.8,0.5226371331621258,1.8387531634812713e-05,8.4757108173776e-05
Valsartan,5.3.1.12,0.31894759045946225,0.012997717560005444,0.030651691575969496
Valsartan,3.1.1.11,0.3905449652806799,0.002035297635897582,0.006029992835618656
Valsartan,2.7.7.47,0.3122684935289627,0.015139765939317863,0.034882506482753727
Valsartan,1.4.3.21,0.3003547708672995,0.0197156136428259,0.043276243009108775
Valsartan,"3.1.3.5,3.1.3.6,3.1.4.16",0.4259643914325577,0.0006905557220256844,0.002290508839227335
Valsartan,"4.2.1.115,5.1.3.2",0.36905300961953086,0.003711106192074881,0.01025267524828181
Valsartan,1.2.1.5,0.6281488290560314,7.755916440794335e-08,5.634839117446443e-07
Valsartan,1.2.5.1,0.3218963374305769,0.01213844960832117,0.02888679766778159
Valsartan,1.4.3.3,0.5662944442678582,2.404863155739758e-06,1.306038148238166e-05
Valsartan,"2.3.1.29,2.3.1.47,6.2.1.14",0.4200061756314059,0.0008351710485968278,0.002716718242910893
Valsartan,1.1.1.41,0.38260366820144015,0.002552968801355673,0.007368537913040824
Valsartan,"1.14.13.1,1.14.13.24",0.46502592522912917,0.00018148501738940583,0.0006848391973852438
Valsartan,"2.6.1.2,2.6.1.66",0.4717130170003951,0.00014201120749441368,0.0005482480296066773
Valsartan,2.3.3.8,0.34474818758392256,0.006986823137481916,0.017871825320088745
Valsartan,"1.13.11.57,1.13.11.8",0.5004133816344764,4.670137328818184e-05,0.00019913303025064747
Valsartan,1.1.1.401,0.40688620628097855,0.0012542378579058998,0.003914303043338649
Valsartan,6.3.2.45,0.3513488176370665,0.005911661637210868,0.015464224087031027
Valsartan,3.4.21.105,0.39958531390982766,0.0015617808353488162,0.004763926827148567
Valsartan,2.1.3.9,0.6690284395392471,5.125771601713302e-09,7.254185040266113e-08
Valsartan,4.1.1.47,0.4088775545005405,0.001180402478478156,0.0037067437757020176
Valsartan,"1.6.1.1,1.8.1.4",0.3847962080479591,0.0023994601176370333,0.006981842856808965
Valsartan,3.2.1.3,0.38256060257687,0.0025560696221385106,0.0073759879701798085
Valsartan,1.1.1.307,0.3632682633206082,0.004333151441403477,0.011752868378884547
Valsartan,2.1.1.186,0.3774794083139295,0.0029463365120390556,0.008361152316847026
Valsartan,2.7.7.60,0.3743552664180913,0.0032117779256695097,0.009025490582789921
Valsartan,6.4.1.4,0.4262348430020471,0.0006845648330842479,0.002272847594767322
Valsartan,3.1.21.3,0.3307985467232115,0.009834993898936686,0.024079631039217314
Valsartan,1.10.9.1,0.4699878539291341,0.00015136058841465772,0.000580735107104328
Valsartan,2.5.1.120,0.5577865598212816,3.6571400432378106e-06,1.9218513531173905e-05
Valsartan,2.3.1.39,0.2933544936246803,0.02291706411506127,0.04956672007042816
Valsartan,3.4.24.27,0.46929031996922543,0.0001552984303973251,0.0005943770970721492
Valsartan,"1.1.1.103,2.7.13.3",0.378963088211753,0.0028272457246665845,0.008066579289407193
Valsartan,4.1.1.8,0.3039161072325519,0.018238471612844503,0.04029193844753695
Valsartan,3.6.3.40,0.4014459149670973,0.0014775797575671426,0.00453329393671139
Valsartan,"1.1.1.343,1.1.1.44,2.7.1.12,3.1.1.31",0.3293778585733563,0.01017496319656252,0.024792405659437786
Valsartan,4.4.1.24,0.46465693910306755,0.00018393093271425428,0.0006932545002238783
Valsartan,"2.5.1.30,2.5.1.90",0.53120721872712,1.2609421742513578e-05,6.162076309834833e-05
Valsartan,"2.4.1.339,2.4.1.340",0.4493821081089403,0.00031596829971292865,0.001134194027031724
Valsartan,2.7.1.37,0.46955704937286696,0.00015378168925855287,0.0005892074868308466
Valsartan,4.2.1.6,0.4228757580405028,0.0007624179897039317,0.002503787983799685
Valsartan,3.4.21.4,0.35612823746477135,0.005226582446961265,0.013877697198580194
Valsartan,3.2.1.35,0.33056753465982835,0.009889594551060223,0.024194736482455608
Valsartan,3.2.1.172,0.32249490831893085,0.011970142573264628,0.028531318694063508
Valsartan,3.4.22.40,0.32892491633932586,0.010285472184729237,0.02502757217115921
Valsartan,3.1.3.5,0.29288023663412943,0.02314900864834022,0.04999491478445751
Valsartan,3.11.1.2,0.3831493451503395,0.00251396794669896,0.007270327499512226
Valsartan,"2.5.1.47,6.1.1.16",0.5243830881962229,1.704145250568022e-05,7.905585491028371e-05
Valsartan,"2.4.1.15,2.4.1.347",0.47312516224393875,0.00013475560202735152,0.0005227410234004244
Valsartan,"1.8.1.2,1.8.7.1",0.4514151341433071,0.000294441600098882,0.001064171173397985
Valsartan,"3.1.3.3,4.6.1.1",0.43133325388625227,0.000580080538361081,0.0019587538556943788
Valsartan,3.2.1.99,0.4170032022451433,0.0009179662971246036,0.002956170166521795
Valsartan,4.99.1.12,0.30349102503511866,0.018409670405372596,0.040658103519474395
Valsartan,3.5.4.12,0.41519862695831705,0.0009712131916362656,0.0031105258357518577
Valsartan,3.5.2.5,0.6790014087321657,2.4743326057700084e-09,3.716177339588789e-08
Valsartan,"2.7.7.13,5.4.2.8",0.49435700598819976,5.9546799581461936e-05,0.00024871680153973813
Valsartan,2.3.1.187,0.5148989623866042,2.5626420781352316e-05,0.00011496359509967389
Valsartan,3.5.99.10,0.40534768295922713,0.0013140983890583416,0.004082243268895631
Valsartan,3.2.1.26,0.5111153536588383,3.005462932012196e-05,0.00013303886704660352
Valsartan,3.13.1.4,0.3824656586639214,0.002562917644570579,0.007394149054696888
Valsartan,"2.6.1.11,2.6.1.17,2.6.1.19,2.6.1.22,2.6.1.36",0.3435439021590101,0.007200433767162626,0.018352503852876706
Valsartan,2.7.8.40,0.38628726285171106,0.0022998200164389294,0.0067247302088694495
Valsartan,5.1.3.10,0.3779385844014647,0.002909012190943029,0.0082665495009791
Valsartan,"2.1.1.173,2.1.1.264",0.3590931997894741,0.0048375988660427065,0.012961706373662351
Valsartan,"4.2.1.51,4.2.1.91",0.3415914608955075,0.007558884838528406,0.019148461296477955
Valsartan,3.4.17.22,0.30637250613067857,0.01727552985105548,0.039007671100351325
Valsartan,"1.14.12.7,1.14.13.82",0.3370345396760231,0.008456678796060678,0.021128205405666626
Valsartan,"2.5.1.3,2.7.1.49,2.7.4.7",0.3654667789198055,0.004086660219273395,0.01115747818346146
Valsartan,2.1.1.197,0.43904759622157263,0.0004492621084079776,0.001555966817410527
Valsartan,1.3.3.11,0.4585471692808337,0.00022907208132454763,0.0008471002754241
Valsartan,3.5.99.6,0.4453131076865699,0.0003634175691967278,0.0012860847694416266
Valsartan,"1.1.1.140,1.1.1.304,1.1.1.76,1.1.99.21",0.4283720012601801,0.000638853217423661,0.0021359371651520805
Valsartan,"1.4.1.13,1.4.1.14,1.4.7.1",0.4902058600682395,7.015376110588097e-05,0.00028913696780668294
Venlafaxine,1.2.1.8,0.30182596381963367,0.019093513850793924,0.04211934302878547
Venlafaxine,5.4.99.24,0.30593728094268147,0.017442908133442372,0.03933595457377636
Venlafaxine,2.7.7.59,0.33681168544148415,0.008502871397603206,0.021227584119550915
Venlafaxine,2.7.7.41,0.3639294185470906,0.004257680163080213,0.011572060592954642
Venlafaxine,5.4.99.2,0.39016257150283695,0.0020578911854730307,0.006088568579904858
Venlafaxine,3.2.2.4,0.33895149565427246,0.008068278917012948,0.020274661290592202
Venlafaxine,1.2.1.41,0.3643184695443157,0.004213814316442111,0.011465299663688179
Venlafaxine,3.6.4.12,0.3554814540359181,0.005315003194475436,0.014082563135170718
Venlafaxine,3.4.24.3,0.38087495498187884,0.0026801055694726894,0.007692994081855872
Venlafaxine,1.1.1.219,0.3336390194774259,0.00918471712134032,0.02269357732150281
Venlafaxine,3.1.1.5,0.31199111041754635,0.015234912883891847,0.035075099426634906
Venlafaxine,2.1.1.191,0.2993413757934049,0.020154086447453985,0.044165341328651894
Venlafaxine,6.3.2.1,0.3803529285013767,0.0027195895023551893,0.007794440826029598
Venlafaxine,4.1.3.27,0.4070307111682373,0.0012487434118745432,0.0038991189669491193
Venlafaxine,2.7.9.1,0.33736279330800856,0.008389037316917702,0.020979220005335704
Venlafaxine,3.4.13.19,0.30545096043977504,0.017631572611244956,0.03970647656850535
Venlafaxine,"3.2.2.23,4.2.99.18",0.3452875570635678,0.00689296308265787,0.01766130399003142
Venlafaxine,2.7.2.3,0.37379464026244014,0.0032615946922369063,0.00915192306665659
Venlafaxine,1.1.1.308,0.3257226236798221,0.011096862241105636,0.026723829368340547
Venlafaxine,"1.1.1.405,2.7.7.40",0.30501785666347175,0.017801055539406228,0.03936315699351706
Venlafaxine,"1.4.3.19,2.8.1.10",0.31580802249905,0.01396967905960441,0.03259636224704738
Venlafaxine,1.1.1.38,0.4312738991504709,0.0005812087243848201,0.0019621117137608272
Venlafaxine,3.4.15.1,0.32606158494026083,0.01100843507282051,0.026544869106194455
Venlafaxine,1.7.2.5,0.4980407431921881,5.139354334599566e-05,0.00021746090695748822
Venlafaxine,"2.6.1.1,2.6.1.2,2.6.1.66",0.2947862824852762,0.02222871160361412,0.04828031616207304
Venlafaxine,2.5.1.61,0.4299013519336814,0.0006078585375213001,0.002042988909199488
Venlafaxine,2.1.1.80,0.3725770847123745,0.003372153022171484,0.009422421174237883
Venlafaxine,2.7.1.6,0.4034709895981571,0.0013905841848439928,0.004293537459496916
Venlafaxine,"4.1.1.36,6.3.2.5",0.38158096145189924,0.0026275177798487153,0.007559262732864882
Venlafaxine,3.5.1.24,0.34059169324927985,0.0077483922102362475,0.019567026969684615
Venlafaxine,2.3.1.179,0.4312630304239691,0.0005814155271781362,0.001962749632901289
Venlafaxine,6.5.1.2,0.3324996558426954,0.009440922890569777,0.023242046890555482
Venlafaxine,"3.5.99.7,4.4.1.15",0.30515834924892143,0.017745926062514215,0.03992416026336212
Venlafaxine,3.1.1.31,0.4362373253170608,0.0004934417992434435,0.0016938735453403825
Venlafaxine,"2.4.1.129,3.4.16.4",0.306044188031392,0.017401666205660103,0.039255421408731866
Venlafaxine,1.14.12.7,0.31943247837577904,0.01285292162687564,0.030358384674720396
Venlafaxine,2.1.1.200,0.3063796675952722,0.017272787217002535,0.03900287920891018
Venlafaxine,4.2.1.148,0.2931947359195824,0.02299497615236608,0.049710801028470024
Venlafaxine,"3.6.3.4,3.6.3.54",0.42660034514952344,0.000676543174431768,0.002249031388716882
Venlafaxine,2.4.2.18,0.4196529093937172,0.0008445478965739901,0.002743994979909707
Venlafaxine,5.4.99.20,0.4299291412906261,0.0006073081698110944,0.0020412482765425084
Venlafaxine,3.1.4.46,0.4001445097914134,0.0015360334115504207,0.00469293597221754
Venlafaxine,3.1.3.18,0.38254828770000376,0.0025569569370552402,0.0073783065552285336
Venlafaxine,5.4.2.10,0.33080910094846766,0.009832505624410771,0.024074074612165236
Venlafaxine,3.4.21.92,0.3805196646430446,0.002706922389388072,0.0077624109858318805
Venlafaxine,2.7.1.30,0.34900653386781544,0.0062752907028263,0.016273789395487747
Venlafaxine,"1.2.1.28,1.2.1.67",0.3999666486399446,0.0015441812033107527,0.004715635775445593
Venlafaxine,"3.4.11.5,3.5.1.101",0.30658554233810575,0.017194101988433907,0.038854711331448515
Venlafaxine,"1.2.1.32,1.2.1.60,1.2.1.8,1.2.1.85",0.339492314591757,0.007961554156515177,0.02003748257224063
Venlafaxine,3.6.3.34,0.3707481125618359,0.003544476807242185,0.009847909820590034
Venlafaxine,4.1.1.65,0.39333055819452667,0.0018772887841776976,0.005612721667510497
Venlafaxine,3.6.3.54,0.30159789092024847,0.01918884665349815,0.042207770256364185
Venlafaxine,"1.3.1.10,1.3.1.9",0.35327793803130936,0.00562619605015123,0.014805382428783076
Venlafaxine,3.6.1.31,0.3951756360564655,0.001778762440972356,0.005350135177879424
Venlafaxine,2.8.4.4,0.3032349512771612,0.01851346185912607,0.04087932754428609
Venlafaxine,1.3.8.1,0.35673197509842713,0.0051452167660644265,0.013687586712290773
Venlafaxine,2.4.1.4,0.32408848577289034,0.011531844862604845,0.027627883901004544
Venlafaxine,"3.1.11.5,3.6.4.12",0.3303243752901078,0.009947350150393986,0.024310760490069784
Venlafaxine,"2.7.1.11,2.7.1.144",0.3354606847358756,0.008787633550904745,0.021847398868994908
Venlafaxine,3.4.21.26,0.403243066138503,0.0014001404350039554,0.004320042342295637
Venlafaxine,1.8.5.4,0.3583765260275066,0.0049292069131367374,0.013177791663346417
Venlafaxine,1.6.1.2,0.315631516177295,0.014026129800282169,0.03271489878057418
Venlafaxine,"2.4.1.1,2.4.1.11,2.4.1.8",0.36460164823614205,0.004182137145175871,0.01138896838508851
Venlafaxine,6.1.1.1,0.3549305978926267,0.0053913444007690405,0.01426225101105532
Venlafaxine,2.7.7.4,0.33057288813277025,0.009888326265495226,0.024191884374771783
Venlafaxine,2.1.1.192,0.4400783705157874,0.00043398042395926926,0.00150797771282244
Venlafaxine,1.11.1.5,0.2960400195313192,0.021640416432140843,0.04715266296607896
Venlafaxine,4.6.1.1,0.3302765072871237,0.009958754235706871,0.02433376627024488
Venlafaxine,"2.7.8.33,2.7.8.35",0.3368255803129958,0.008499984899383932,0.021221702267800794
Venlafaxine,4.2.1.80,0.3017281210027088,0.01913436193555332,0.042203105065724285
Venlafaxine,"2.7.1.11,2.7.1.90",0.35506461368174835,0.0053726834301683,0.014217757136203506
Venlafaxine,5.3.3.18,0.3612805541734336,0.004567209946367655,0.0123201827012368
Venlafaxine,"2.6.1.19,4.1.1.64",0.33563582098392986,0.008750256647893856,0.021766525567156667
Venlafaxine,"2.3.1.40,6.2.1.20",0.300421073140086,0.019687211118166674,0.04321756352304796
Venlafaxine,"2.1.1.226,2.1.1.227",0.3666819531845281,0.003955805971744045,0.010842530308874831
Venlafaxine,4.2.3.5,0.3493726492879818,0.006217191464610546,0.01614557498741667
Venlafaxine,3.5.5.7,0.2961325849237739,0.021597509810565435,0.047065465189833074
Venlafaxine,6.3.5.4,0.42048660168441393,0.0008225698422567471,0.002680602431698823
Venlafaxine,3.1.1.53,0.29663595955069555,0.0213654420165411,0.046629708977567706
Venlafaxine,2.8.1.13,0.32899819686767,0.010267522957192828,0.024991921783983163
Venlafaxine,6.1.1.15,0.4571198338602532,0.0002409812090040918,0.0008869212975961746
Venlafaxine,2.7.4.8,0.3347228043982671,0.00894663868636379,0.02218943081092016
Venlafaxine,2.7.4.6,0.34525497068028815,0.006898602235483192,0.017673900434508314
Venlafaxine,2.3.1.15,0.39897179765428986,0.001590473920727302,0.004842521055771648
Venlafaxine,1.5.1.20,0.29706822573827113,0.021167847842783003,0.04621748830103168
Venlafaxine,3.5.2.3,0.34687157241589156,0.006623662154523516,0.017055007640234817
Venlafaxine,1.12.1.2,0.37721979954908574,0.0029676266746103733,0.008413810803802522
Venlafaxine,"2.4.1.315,2.4.1.46",0.32043309879350257,0.01255850679375883,0.029743604205663816
Venlafaxine,4.1.99.5,0.3118407239202958,0.015286711901049063,0.035171170313829284
Venlafaxine,2.6.1.33,0.29999999999999993,0.019868182889321732,0.043587003041929445
Venlafaxine,6.5.1.3,0.31683526207311974,0.013645004849202325,0.03194974360509575
Venlafaxine,3.6.1.1,0.3125651346537206,0.015038577482509825,0.03468968645909692
Venlafaxine,1.13.11.27,0.3829671951085217,0.0025269272390609993,0.007302954974930213
Venlafaxine,4.1.2.48,0.3053536963391938,0.017669513769749488,0.03977868835337055
Venlafaxine,"3.1.3.1,3.1.3.8,3.1.4.46",0.3816390581710924,0.002623231548063293,0.007548905528789575
Venlafaxine,1.3.7.1,0.2985727984279187,0.020492132605738327,0.044850516869022056
Venlafaxine,1.7.7.2,0.31739347965231984,0.013471309417289279,0.03161012983105876
Venlafaxine,"1.1.1.61,1.3.1.32",0.40567510842208965,0.00130114816624347,0.00404584061240022
Venlafaxine,3.1.2.23,0.2972905405938283,0.021066830077166226,0.04600605856261721
Venlafaxine,2.7.1.39,0.43851605258652177,0.0004573320817443975,0.001581277839413135
Venlafaxine,"3.2.1.10,3.2.1.20",0.3513652478431262,0.005909177656835149,0.015458166227363939
Venlafaxine,3.2.2.21,0.419869394076664,0.0008387904684828964,0.002727463577112379
Venlafaxine,2.5.1.48,0.4416901756111345,0.00041102968410911114,0.0014375850503542222
Venlafaxine,2.7.7.87,0.3768792588832959,0.0029957611283088054,0.008485486309494802
Venlafaxine,2.7.1.197,0.2944406331090323,0.022393263371466892,0.048599100044719
Venlafaxine,5.1.3.34,0.33238626426345236,0.009466757343606422,0.023297305781892808
Venlafaxine,1.1.1.53,0.29506433906933377,0.0220970826668318,0.04807367153902438
Venlafaxine,2.7.10.1,0.4317951303652737,0.0005713690133354876,0.0019326893408227424
Venlafaxine,3.6.1.7,0.46639244998928475,0.00017268369608469523,0.0006543260102196105
Venlafaxine,"1.3.99.26,1.3.99.28,1.3.99.29,1.3.99.31",0.3621786890595779,0.0044601057354666206,0.012060338144605954
Venlafaxine,2.7.1.40,0.3448381303261185,0.006971094250983038,0.01783687964881669
Venlafaxine,"2.5.1.1,2.5.1.10,2.5.1.29",0.35400861811785184,0.005521276689012826,0.0145623776085999
Venlafaxine,1.3.8.6,0.3909183151077028,0.002013452512890354,0.0059725100073976705
Venlafaxine,3.5.1.104,0.47396651264261613,0.00013059601137101212,0.0005081191949555213
Venlafaxine,5.99.1.2,0.4113380614946575,0.0010945843641534123,0.0034627804816871606
Venlafaxine,2.3.1.128,0.3867444805986454,0.0022700145217751295,0.0066465877782266045
Venlafaxine,2.1.1.171,0.3642262669338954,0.004224173995027425,0.011489792953615924
Venlafaxine,"1.17.1.1,1.18.1.7",0.3895315228269341,0.0020956666237818807,0.0061885576270095674
Venlafaxine,3.1.1.75,0.38843963137226883,0.0021624935496801453,0.0063648422959578
Venlafaxine,"3.2.1.14,3.2.1.4",0.3636624466360452,0.00428801430163643,0.011645156355251964
Venlafaxine,2.4.1.182,0.32330587033219693,0.011745331100859128,0.02807393529954191
Venlafaxine,4.2.1.104,0.34928088182695033,0.006231709676891782,0.016178408465660998
Venlafaxine,6.3.4.20,0.32269449598568606,0.01191447190644977,0.0284164797910141
Venlafaxine,2.5.1.31,0.41445046947245795,0.0009940936868384658,0.0031768693047786074
Venlafaxine,4.2.1.24,0.3124678705531393,0.01507169152687056,0.03475623290012051
Venlafaxine,3.4.11.9,0.32770575557633524,0.010588106267011186,0.025674681584470345
Venlafaxine,6.2.1.3,0.4497214113448464,0.0003122787100264972,0.001122277356423597
Venlafaxine,4.1.1.37,0.30137976308687264,0.019280401207107452,0.042392625489247285
Venlafaxine,3.1.11.1,0.3600878232218926,0.004712948464251109,0.012668344259053325
Venlafaxine,1.2.4.1,0.30495074506535697,0.017827441751153424,0.03941991966495522
Venlafaxine,"5.1.3.2,5.1.3.6,5.1.3.7",0.35906191945657634,0.00484156571539299,0.012969413235863928
Venlafaxine,2.1.1.295,0.4075218996465273,0.0012302285781088363,0.003847532118340541
Venlafaxine,"2.1.1.319,2.1.1.320",0.32253145701883834,0.011959931340438395,0.028509604973241665
Venlafaxine,"2.7.8.41,2.7.8.5",0.34172572234831805,0.007533746131642419,0.019093132300984667
Venlafaxine,2.4.1.1,0.36313361718353265,0.004348665319532581,0.011791022437393115
Venlafaxine,"4.2.1.132,4.2.1.80",0.3328187624243424,0.009368547926998561,0.02308737841868322
Venlafaxine,1.3.99.38,0.39306358624350546,0.0018919420613567202,0.005651425296761225
Venlafaxine,1.3.1.98,0.3309202599205605,0.009806331829229234,0.02401747357313602
Venlafaxine,1.1.1.85,0.34708906823863483,0.0065874141564798835,0.016972896400955544
Venlafaxine,1.1.1.157,0.3446483929740336,0.007004311198249525,0.017911769225158483
Venlafaxine,2.1.1.13,0.31499673716825277,0.014230769954267567,0.03309450253114155
Venlafaxine,6.3.4.18,0.42253717234335014,0.0007706933762518138,0.002528511380783542
Venlafaxine,3.6.3.41,0.29467834104103147,0.022279988500247285,0.04835731894849207
Venlafaxine,2.1.1.207,0.39446150734316393,0.001816333804106835,0.005450029359883464
Venlafaxine,3.1.11.2,0.3094387885636078,0.016134724572643522,0.036816574819499265
Venlafaxine,2.4.1.144,0.4193507807733443,0.0008526426902454701,0.0027679044712798314
Venlafaxine,5.4.4.1,0.3274145273600352,0.010661528983798966,0.025829237206559476
Venlafaxine,"4.1.3.39,4.1.3.43",0.3095445728405317,0.016096546866949148,0.036744321511139676
Venlafaxine,"5.4.99.28,5.4.99.29",0.37782934614376396,0.0029178533708637266,0.00828852366297138
Venlafaxine,"6.2.1.5,6.2.1.9",0.298246345855637,0.02063716765815859,0.04513876523009752
Venlafaxine,4.2.2.2,0.3916843846350315,0.0019692836928903853,0.005856018368266528
Venlafaxine,4.1.1.19,0.3637071036915335,0.004282926983798048,0.011632632705396037
Venlafaxine,4.2.1.12,0.29372776971159015,0.022735891535089762,0.049237553773668466
Venlafaxine,"3.5.4.28,3.5.4.31",0.31683388467254364,0.013645435813459436,0.031950412694842896
Venlafaxine,2.5.1.78,0.3778571358867872,0.00291560195109984,0.008282907043184564
Venlafaxine,6.1.1.14,0.3040240125497702,0.01819523016266382,0.040198630475496724
Venlafaxine,2.6.1.13,0.3319994474176918,0.009555349863356457,0.023488651785867027
Venlafaxine,1.8.4.11,0.31543699067868247,0.014088570473048814,0.032854442117756594
Venlafaxine,4.2.1.3,0.38793942294726524,0.002193738118147135,0.006446154688518272
Venlafaxine,2.4.99.17,0.35796465316760423,0.0049825424824122225,0.013302922882874824
Venlafaxine,"4.1.2.22,4.1.2.9",0.29868108489848816,0.020444215110105836,0.044753431842121695
Venlafaxine,6.1.1.22,0.3487383303004631,0.006318153668397567,0.016369415153418762
Venlafaxine,3.6.3.27,0.38882868236949386,0.0021384674822171462,0.006301544644052527
Venlafaxine,2.3.1.31,0.3488675870830922,0.006297464565488689,0.016323597332250833
Venlafaxine,2.3.1.180,0.313352788907834,0.014772708012531043,0.03417061815945931
Venlafaxine,"1.1.2.3,1.1.3.15",0.31350044657897236,0.014723318351594945,0.0340726733799592
Venlafaxine,6.3.4.13,0.35209115248867123,0.0058003428219288175,0.015206966233362394
Venlafaxine,1.1.1.42,0.37143770524842223,0.003478608934861793,0.009686553753514635
Venlafaxine,"2.5.1.1,2.5.1.10",0.3266545343664955,0.01085521375925913,0.026228436552809688
Venlafaxine,"3.1.11.5,3.1.21.7",0.4188648284901162,0.0008658096318719796,0.0028056804770635
Venlafaxine,"4.2.3.152,4.2.3.154,4.2.3.4",0.37166542661593066,0.003457097146014567,0.00963335735901048
Venlafaxine,2.7.13.1,0.3043810553333809,0.01805277315995036,0.039896720253360024
Venlafaxine,3.4.11.1,0.310601642570314,0.015719276479121545,0.03600919573627844
Venlafaxine,2.7.4.16,0.44988814980298575,0.000310480021594299,0.0011165152849771812
Venlafaxine,4.3.99.3,0.37601089534012083,0.0030685779296081464,0.008668750872985237
Venlafaxine,3.1.6.1,0.4681738007122678,0.00016179740054933357,0.0006168365573161949
Venlafaxine,"2.7.1.26,2.7.7.2",0.30676671131195277,0.01712511275894237,0.03871949016093935
Venlafaxine,1.9.3.1,0.3743226380443884,0.0032146586445703845,0.009032605180781774
Venlafaxine,5.3.1.13,0.32019786769638503,0.012627191469851624,0.02988793925791264
Venlafaxine,"2.7.7.80,2.8.1.11",0.34980893574321203,0.006148572936142452,0.01599267138051607
Venlafaxine,5.3.1.6,0.3344634521560217,0.009003117464266993,0.02231047404326039
Venlafaxine,"4.2.1.3,4.2.1.99",0.3007961784833849,0.01952717818167609,0.042892789986668914
Venlafaxine,1.2.4.4,0.34508392832145995,0.006928267762673471,0.017740193658961775
Venlafaxine,"3.5.2.1,3.5.2.15",0.3830477795735357,0.0025211866364261543,0.007288518355708021
Venlafaxine,3.4.11.14,0.33380766511346105,0.009147312324278036,0.02261182227385909
Venlafaxine,1.2.1.77,0.3941827985761189,0.00183118866293897,0.005489885721649957
Venlafaxine,5.1.3.15,0.30040157436417875,0.019695560377093142,0.04323481351541581
Venlafaxine,1.10.3.10,0.30065305278413057,0.019588109518591596,0.04301503533638889
Venlafaxine,1.13.11.11,0.3702376025735254,0.003593948530489196,0.0099685565050292
Venlafaxine,"2.7.1.21,6.3.2.3,6.3.3.3",0.2998360498351532,0.019939028069993727,0.04373174103765498
Venlafaxine,3.4.17.13,0.3892455227236636,0.002112989978246325,0.006233648370488717
Venlafaxine,2.4.1.7,0.3254686133643787,0.011163529768462964,0.02686394518850319
Venlafaxine,1.14.13.9,0.2939901080530743,0.022609289882782206,0.04900123348902119
Venlafaxine,5.1.3.14,0.3598721724331722,0.004739731729664681,0.012731654935911694
Venlafaxine,4.1.2.13,0.3595714849775053,0.004777300214267983,0.01282036156147728
Venlafaxine,1.10.2.2,0.33680700616911563,0.008503843654185692,0.02122965005615834
Venlafaxine,1.1.1.65,0.39186975092571535,0.0019587271336682748,0.005828133866574437
Venlafaxine,3.5.2.6,0.3618730061331868,0.004496307544783516,0.01214867419619791
Venlafaxine,2.7.7.6,0.3603168021442866,0.004684655983786762,0.012601327703273348
